market,model,ensemble_method,IC,ICIR,RankIC,RankICIR,AR,STD,MDD,Sharpe,Sortino,Calmar,num_test_days,seeds,pred_paths
csi300,factorvqvae,avg_none,0.0130,0.0765,0.0403,0.2561,0.0986,0.1674,-0.2385,0.5620,0.9164,0.4135,727,"0,1,2,3,4","outputs/csi300/results/csi300_Stage2_VQ512_Th64_h2_l2_sd0.pkl,outputs/csi300/results/csi300_Stage2_VQ512_Th64_h2_l2_sd1.pkl,outputs/csi300/results/csi300_Stage2_VQ512_Th64_h2_l2_sd2.pkl,outputs/csi300/results/csi300_Stage2_VQ512_Th64_h2_l2_sd3.pkl,outputs/csi300/results/csi300_Stage2_VQ512_Th64_h2_l2_sd4.pkl"
sp500,factorvqvae,avg_none,-0.0012,-0.0097,0.0027,0.0202,0.0172,0.1438,-0.1642,0.1184,0.1663,0.1046,752,"0,1,2,3,4","outputs/sp500/results/sp500_Stage2_VQ128_Th32_h4_l2_sd0.pkl,outputs/sp500/results/sp500_Stage2_VQ128_Th32_h4_l2_sd1.pkl,outputs/sp500/results/sp500_Stage2_VQ128_Th32_h4_l2_sd2.pkl,outputs/sp500/results/sp500_Stage2_VQ128_Th32_h4_l2_sd3.pkl,outputs/sp500/results/sp500_Stage2_VQ128_Th32_h4_l2_sd4.pkl"
